35.0, 0.31, 0.62, 0.0, 0.2, 0.64, 0.58, 2.63, 0.0, 167.0, 490.0, 351.0, 528.0, 500.0, 509.0
36.0, 0.32, 0.61, 0.025, 0.28, 0.63, 0.22, 3.22, 0.16, 169.0, 520.0, 306.0, 514.0, 507.0, 501.0
37.0, 0.32, 0.56, 0.0, 0.27, 0.74, 0.51, 2.37, 0.0, 170.0, 522.0, 326.0, 522.0, 511.0, 513.0
38.0, 0.32, 0.47, 0.013, 0.29, 1.21, 0.3, 4.13, 0.11, 172.0, 430.0, 269.0, 463.0, 439.0, 470.0
39.0, 0.33, 0.69, 0.0, 0.41, 0.72, 0.28, 1.41, 0.0, 173.0, 510.0, 365.0, 525.0, 553.0, 528.0
40.0, 0.33, 0.51, 0.0, 0.0, 2.32, 0.36, 0.82, 0.0, 174.0, 470.0, 368.0, 421.0, 472.0, 512.0
41.0, 0.35, 0.43, 0.0, 0.25, 1.55, 0.53, 2.52, 0.0, 175.0, 400.0, 294.0, 447.0, 451.0, 492.0
42.0, 0.38, 0.69, 0.0, 0.2, 0.95, 0.26, 1.58, 0.0, 176.0, 520.0, 326.0, 474.0, 519.0, 525.0
43.0, 0.38, 0.56, 0.0, 0.15, 0.74, 0.46, 2.42, 0.0, 177.0, 518.0, 297.0, 484.0, 497.0, 517.0
44.0, 0.39, 0.62, 0.0, 0.23, 1.11, 0.18, 1.44, 0.0, 178.0, 520.0, 333.0, 462.0, 523.0, 527.0
45.0, 0.4, 1.38, 0.0, 0.24, 0.53, 0.16, 0.74, 0.0, 179.0, 530.0, 325.0, 465.0, 520.0, 525.0
46.0, 0.42, 0.78, 0.0, 0.0, 0.8, 0.33, 1.79, 0.0, 181.0, 538.0, 291.0, 453.0, 497.0, 527.0
47.0, 0.44, 0.58, 0.0, 0.23, 1.26, 0.11, 1.41, 0.0, 182.0, 525.0, 313.0, 424.0, 510.0, 527.0
48.0, 0.42, 0.67, 0.0, 0.31, 0.72, 0.48, 2.53, 0.0, 183.0, 490.0, 265.0, 454.0, 472.0, 505.0
49.0, 0.51, 0.73, 0.0, 0.0, 0.99, 0.45, 2.74, 0.0, 184.0, 480.0, 202.0, 372.0, 419.0, 501.0
50.0, 0.55, 0.6, 0.0, 0.0, 1.03, 0.19, 0.36, 0.0, 185.0, 565.0, 322.0, 392.0, 526.0, 560.0
51.0, 0.55, 0.83, 0.0, 0.0, 1.01, 0.48, 1.15, 0.0, 186.0, 538.0, 247.0, 366.0, 454.0, 527.0
52.0, 0.39, 0.56, 0.0, 0.0, 0.0, 0.74, 3.53, 0.0, 200.0, 538.0, 262.0, 519.0, 482.0, 516.0
53.0, 0.33, 0.45, 0.0, 0.0, 1.97, 0.0, 0.0, 0.0, 208.0, 538.0, 447.0, 462.0, 563.0, 551.0
54.0, 0.38, 0.2, 0.0, 0.18, 2.98, 0.0, 0.0, 0.0, 210.0, 500.0, 423.0, 372.0, 501.0, 525.0
55.0, 0.42, 0.68, 0.0, 0.0, 0.93, 0.0, 0.0, 0.0, 211.0, 538.0, 410.0, 478.0, 590.0, 572.0
56.0, 0.48, 0.86, 0.0, 0.25, 0.98, 0.04, 0.18, 0.0, 212.0, 570.0, 352.0, 424.0, 544.0, 549.0
57.0, 0.43, 0.74, 0.16, 0.0, 0.92, 0.0, 0.0, 0.0, 225.0, 552.0, 401.0, 469.0, 583.0, 563.0
58.0, 0.53, 0.67, 0.18, 0.0, 0.93, 0.0, 0.0, 0.0, 226.0, 552.0, 360.0, 413.0, 562.0, 565.0
59.0, 0.23, 0.82, 0.22, 0.0, 1.22, 0.53, 0.0, 0.0, 227.0, 593.0, 464.0, 560.0, 565.0, 534.0
60.0, 0.4, 0.78, 0.22, 0.0, 1.25, 0.53, 0.0, 0.0, 229.0, 538.0, 380.0, 459.0, 520.0, 535.0
61.0, 0.24, 0.69, 0.09, 0.0, 0.0, 0.5, 3.35, 0.0, 232.0, 538.0, 343.0, 604.0, 538.0, 516.0
62.0, 0.24, 0.57, 0.09, 0.0, 0.0, 0.48, 2.2, 0.0, 233.0, 593.0, 398.0, 630.0, 593.0, 545.0
63.0, 0.25, 0.88, 0.23, 0.0, 0.73, 0.88, 0.59, 0.0, 234.0, 538.0, 410.0, 573.0, 537.0, 526.0
64.0, 0.25, 0.52, 0.16, 0.15, 1.14, 0.65, 3.33, 0.0, 235.0, 495.0, 313.0, 520.0, 459.0, 478.0
65.0, 0.27, 0.84, 0.11, 0.0, 0.73, 0.9, 0.6, 0.0, 236.0, 538.0, 402.0, 563.0, 534.0, 531.0
66.0, 0.3, 0.8, 0.0, 0.0, 0.55, 0.21, 0.54, 0.0, 240.0, 574.0, 427.0, 563.0, 601.0, 561.0
67.0, 0.44, 0.9, 0.0, 0.0, 0.54, 0.22, 0.45, 0.0, 242.0, 593.0, 356.0, 475.0, 557.0, 559.0
68.0, 0.38, 1.08, 0.0, 0.7, 0.4, 0.11, 0.34, 0.0, 244.0, 538.0, 387.0, 513.0, 580.0, 535.0
69.0, 0.14, 0.81, 0.0, 0.0, 0.49, 0.27, 1.81, 0.0, 256.0, 538.0, 447.0, 642.0, 596.0, 536.0
70.0, 0.43, 1.02, 0.0, 0.0, 0.48, 0.13, 0.31, 0.0, 260.0, 538.0, 366.0, 481.0, 566.0, 560.0
71.0, 0.22, 0.76, 0.0, 0.0, 0.51, 0.2, 0.57, 0.0, 261.0, 566.0, 475.0, 616.0, 629.0, 564.0
72.0, 0.45, 0.89, 0.0, 0.0, 0.66, 0.12, 0.59, 0.0, 262.0, 538.0, 344.0, 458.0, 550.0, 555.0
73.0, 0.5, 0.77, 0.0, 0.0, 0.5, 0.21, 0.61, 0.0, 263.0, 552.0, 330.0, 448.0, 551.0, 563.0
74.0, 0.46, 0.79, 0.0, 0.0, 0.77, 0.18, 0.91, 0.0, 266.0, 566.0, 204.0, 445.0, 532.0, 549.0
75.0, 0.26, 0.55, 0.0, 0.21, 3.34, 0.54, 0.25, 0.0, 272.0, 480.0, 408.0, 390.0, 422.0, 479.0
76.0, 0.15, 0.92, 0.06, 0.0, 0.5, 0.46, 0.88, 0.0, 275.0, 538.0, 468.0, 643.0, 601.0, 542.0
77.0, 0.39, 0.89, 0.03, 0.48, 0.95, 0.5, 0.68, 0.0, 277.0, 538.0, 344.0, 470.0, 511.0, 517.0
78.0, 0.44, 0.79, 0.06, 1.63, 2.1, 0.54, 0.0, 0.0, 278.0, 482.0, 339.0, 368.0, 448.0, 459.0
79.0, 0.51, 0.72, 0.2, 0.27, 0.94, 0.05, 0.15, 0.11, 280.0, 560.0, 352.0, 418.0, 552.0, 546.0
80.0, 0.49, 0.41, 0.0, 0.33, 1.87, 0.0, 2.97, 0.0, 290.0, 440.0, 372.0, 332.0, 420.0, 485.0
81.0, 0.45, 0.7, 0.2, 0.0, 1.0, 0.0, 0.0, 0.0, 311.0, 538.0, 392.0, 453.0, 576.0, 561.0
82.0, 0.55, 0.55, 0.0, 0.0, 0.0, 0.0, 0.0, 1.96, 315.0, 600.0, 388.0, 481.0, 635.0, 577.0
83.0, 0.98, 1.89, 0.09, 1.46, 1.26, 0.26, 0.0, 0.0, 0., 335., 0., 0., 0., 0. 
84.0, 0.83, 1.98, 0.0, 1.57, 1.02, 0.24, 0.0, 0.0, 0., 360., 0., 0., 0., 0. 
85.0, 0.78, 1.95, 0.0, 1.49, 0.97, 0.24, 0.0, 0.0, 0., 385., 0., 0., 0., 0. 
86.0, 0.095, 1.99, 0.0, 1.63, 1.97, 0.0, 0.0, 0.0, 0., 460., 0., 0., 0., 0.
87.0, 0.1, 2.12, 0.0, 1.77, 0.0, 0.0, 2.0, 0.0, 0., 480., 0., 0., 0., 0.
88.0, 0.27, 2.18, 0.0, 1.98, 1.9, 0.0, 0.0, 0.0, 0., 400., 0., 0., 0., 0.
89.0, 0.27, 2.16, 0.0, 2.01, 0.0, 0.0, 2.07, 0.0, 0., 460., 0., 0., 0., 0.
90.0, 0.26, 2.10, 0.0, 1.85, 0.0, 0.0, 0.0, 0.0, 0., 540., 0., 0., 0., 0.
91.0, 0.26, 2.04, 0.0, 1.93, 1.02, 0.0, 0.0, 0.0, 0., 450., 0., 0., 0., 0.
92.0, 0.46, 2.15, 0.0, 2.10, 0.0, 0.0, 0.0, 0.0, 0., 510., 0., 0., 0., 0.
93.0, 0.44, 2.14, 0.0, 2.13, 0.5, 0.0, 0.0, 0.0, 0., 450., 0., 0., 0., 0.



 
